施設名,種別,管理運営機関,都道府県,市区町村,住所,電話番号,アドレス,Webサイト,担当部署,担当者,自主事業,状態,温度感,次回アクション,備考,補完状況,補完元,補完元URL
高松中央高等学校,私立高等学校,私立,香川県,高松市,香川県高松市松島町１丁目１４－８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320100027 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7600068 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
今治明徳中学校,私立中学校,私立,愛媛県,今治市,愛媛県今治市阿方甲２８７,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C138320200018 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7940081 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
今治精華高等学校,私立高等学校,私立,愛媛県,今治市,愛媛県今治市中日吉町２－１－３４,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320200034 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7940055 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
日本ウェルネス高等学校,私立高等学校,私立,愛媛県,今治市,愛媛県今治市大三島町口総４０１０番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320200043 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7941307 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
ＦＣ今治高等学校明徳校,私立高等学校,私立,愛媛県,今治市,愛媛県今治市北日吉町１－４－４７,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320200016 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7940054 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
ＦＣ今治高等学校里山校,私立高等学校,私立,愛媛県,今治市,愛媛県今治市阿方甲２８７,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320200025 / 学校種: D1(高校) / 本分校: 分校 / 郵便番号: 7940081 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
帝京第五高等学校,私立高等学校,私立,愛媛県,大洲市,愛媛県大洲市新谷甲２３３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320700011 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7950072 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
未来高等学校新居浜校,私立高等学校,私立,愛媛県,新居浜市,愛媛県新居浜市坂井町１－９－２３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320500013 / 学校種: D1(高校) / 本分校: 分校 / 郵便番号: 7920812 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
愛光中学校,私立中学校,私立,愛媛県,松山市,愛媛県松山市衣山５－１６１０－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C138320100028 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7918501 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
愛光高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市衣山５－１６１０－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100062 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7918501 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
新田青雲中等教育学校,私立中等教育学校,私立,愛媛県,松山市,愛媛県松山市山西町６００番地１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D238320100025 / 学校種: D2(中等) / 本分校: 本校 / 郵便番号: 7918551 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
新田高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市山西町６６３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100053 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7918604 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
未来高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市一番町１丁目１－３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100080 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7900001 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
松山学院高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市北久米町８１５,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100044 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7908550 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
松山東雲中学校,私立中学校,私立,愛媛県,松山市,愛媛県松山市大街道３－２－２４,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C138320100019 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7908541 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
松山東雲高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市大街道３－２－２４,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100035 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7908541 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
松山聖陵高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市久万ノ台１１１２,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100071 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7918016 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
済美平成中等教育学校,私立中等教育学校,私立,愛媛県,松山市,愛媛県松山市空港通５－６―３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D238320100016 / 学校種: D2(中等) / 本分校: 本校 / 郵便番号: 7910054 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
済美高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市湊町７－９－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100017 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7908560 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
聖カタリナ学園高等学校,私立高等学校,私立,愛媛県,松山市,愛媛県松山市藤原町４６８番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D138320100026 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7908557 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
清和女子中学校,私立中学校,私立,高知県,南国市,高知県南国市明見９８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000047 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7830007 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
清和女子高等学校,私立高等学校,私立,高知県,南国市,高知県南国市明見９８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000045 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7830007 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
とさ自由学校,私立小学校,私立,高知県,吾川郡いの町,高知県吾川郡いの町勝賀瀬４３８７,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B139310000021 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7812141 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
特別支援学校　光の村土佐自然学園,私立特別支援学校,私立,高知県,土佐市,高知県土佐市新居２８２９,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: E139310000015 / 学校種: E1(養護) / 本分校: 本校 / 郵便番号: 7811154 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
明徳義塾中学校,私立中学校,私立,高知県,須崎市,高知県須崎市浦ノ内下中山１６０番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000074 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7850174 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
明徳義塾高等学校,私立高等学校,私立,高知県,須崎市,高知県須崎市浦ノ内下中山１６０番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000072 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7850174 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐中学校,私立中学校,私立,高知県,高知市,高知県高知市塩屋崎町１－１－１０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000010 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7808014 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐塾中学校,私立中学校,私立,高知県,高知市,高知県高知市北中山８５,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000083 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7808026 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐塾高等学校,私立高等学校,私立,高知県,高知市,高知県高知市北中山８５,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000081 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7808026 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐女子中学校,私立中学校,私立,高知県,高知市,高知県高知市追手筋２－３－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000029 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7800842 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐女子高等学校,私立高等学校,私立,高知県,高知市,高知県高知市追手筋２－３－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000027 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7800842 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
土佐高等学校,私立高等学校,私立,高知県,高知市,高知県高知市塩屋崎町１－１－１０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000018 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7808014 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
太平洋学園高等学校,私立高等学校,私立,高知県,高知市,高知県高知市栄田町１－３－８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000090 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7800061 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
高知中央中学校,私立中学校,私立,高知県,高知市,高知県高知市大津乙３２４－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000065 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7815103 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
高知中央高等学校,私立高等学校,私立,高知県,高知市,高知県高知市大津乙３２４－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D139310000063 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7815103 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
高知中学校,私立中学校,私立,高知県,高知市,高知県高知市北端町１００,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C139310000038 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7800956 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
